negative_top1,neutral_top1,positive_top1,negative_top2,neutral_top2,positive_top2,negative_top3,neutral_top3,positive_top3,negative_top4,neutral_top4,positive_top4,negative_top5,neutral_top5,positive_top5,negative_top6,neutral_top6,positive_top6,negative_top7,neutral_top7,positive_top7,negative_top8,neutral_top8,positive_top8,negative_top9,neutral_top9,positive_top9,negative_top10,neutral_top10,positive_top10,negative_top11,neutral_top11,positive_top11,negative_top12,neutral_top12,positive_top12,negative_top13,neutral_top13,positive_top13,negative_top14,neutral_top14,positive_top14,negative_top15,neutral_top15,positive_top15,negative_top16,neutral_top16,positive_top16,negative_top17,neutral_top17,positive_top17,negative_top18,neutral_top18,positive_top18,negative_top19,neutral_top19,positive_top19,negative_top20,neutral_top20,positive_top20,negative_top21,neutral_top21,positive_top21,negative_top22,neutral_top22,positive_top22,negative_top23,neutral_top23,positive_top23,negative_top24,neutral_top24,positive_top24,negative_top25,neutral_top25,positive_top25
0.16422154,0.8142815,0.02149694,0.07922291,0.5981729,0.32260415,0.77904046,0.21472998,0.006229554,0.69566476,0.29861528,0.0057199537,0.32425755,0.6588823,0.016860154,0.48967502,0.4932678,0.017057164,0.524903,0.4631491,0.011947855,0.67588866,0.31756565,0.0065456475,0.9555622,0.042151224,0.0022865387,0.18222483,0.78215367,0.03562152,0.54951257,0.4172859,0.033201493,0.72094035,0.2753626,0.0036970726,0.8715729,0.12290868,0.0055184346,0.19368726,0.7860919,0.020220775,0.002434864,0.07347683,0.92408824,0.7384226,0.25128943,0.010288073,0.90239006,0.09475796,0.002851938,0.08771779,0.86579144,0.046490766,0.2044407,0.77723366,0.018325621,0.6843295,0.31169653,0.003974036,0.39865908,0.5759354,0.025405535,0.33290368,0.651769,0.015327319,0.66663796,0.317479,0.015882988,0.012838769,0.6748341,0.31232718,0.09311186,0.87441075,0.03247735
0.31290045,0.66637075,0.0207288,0.1279957,0.8478606,0.024143713,0.91081965,0.08602007,0.003160236,0.86807454,0.123930275,0.007995156,0.8744164,0.122182965,0.003400527,0.53348655,0.45419833,0.012315165,0.86654544,0.13006455,0.0033900135,0.77580035,0.21245058,0.011749086,0.067471005,0.77694196,0.15558702,0.66072667,0.33222458,0.0070488257,0.032065324,0.9313825,0.036552224,0.4730862,0.51166433,0.015249475,0.4845753,0.49804217,0.017382592,0.45323765,0.49757287,0.049189523,0.4959449,0.4895673,0.014487786,0.04305843,0.9066801,0.05026148,0.7229358,0.24269891,0.03436533,0.8716013,0.12480401,0.0035947193,0.6841028,0.29367024,0.02222697,0.107440196,0.86248356,0.030076226,0.8720803,0.12427336,0.0036462515,0.6580169,0.33447012,0.007512975,0.8703423,0.1266659,0.0029918344,0.6065752,0.38160664,0.011818199,0.45528632,0.52455074,0.020162951
0.54414225,0.44829464,0.007563072,0.869022,0.12792003,0.0030578913,0.008212474,0.62022537,0.37156215,0.9487005,0.049319364,0.0019801713,0.77644885,0.21674831,0.006802905,0.8315944,0.1649678,0.0034377465,0.23833318,0.73989576,0.021771064,0.93979645,0.056458518,0.0037450527,0.4119772,0.5572041,0.030818721,0.28622064,0.6903328,0.023446603,0.6252637,0.36493143,0.009804882,0.017752096,0.7296787,0.25256926,0.6444401,0.3476053,0.007954556,0.1092088,0.8545325,0.036258623,0.3732153,0.6028914,0.023893267,0.6198086,0.3713723,0.008819107,0.60766935,0.3844733,0.007857408,0.8143403,0.18100034,0.0046593617,0.4101578,0.54668146,0.04316071,0.6343313,0.35862032,0.007048464,0.15506153,0.76330304,0.081635386,0.19782186,0.78246695,0.01971127,0.6329239,0.35601357,0.011062521,0.373474,0.5131799,0.113346025,0.196762,0.77522707,0.028010977
0.737568,0.2558757,0.006556331,0.7800995,0.21054639,0.009354107,0.75037944,0.24047484,0.009145638,0.15135656,0.8276337,0.021009702,0.8664717,0.1305392,0.0029891361,0.008418836,0.13812782,0.85345334,0.19744155,0.7756326,0.026925879,0.2324699,0.7490635,0.018466657,0.38171807,0.5967231,0.02155886,0.15877919,0.78163373,0.05958708,0.44565293,0.5002487,0.054098416,0.5089413,0.48184147,0.009217265,0.7711347,0.22505209,0.0038132814,0.3490384,0.62859005,0.022371627,0.88412553,0.11143333,0.004441128,0.057342093,0.87640667,0.06625128,0.44161466,0.54099923,0.017386122,0.077871285,0.8755165,0.04661221,0.7777005,0.21730228,0.004997168,0.37696606,0.6081021,0.014931878,0.45655477,0.5329604,0.010484799,0.07012017,0.89826775,0.031612087,0.6138274,0.37573424,0.010438393,0.11974897,0.85957086,0.02068017,0.12706268,0.84826714,0.024670154
0.4401974,0.54291636,0.01688626,0.7581561,0.23430209,0.0075417436,0.07713739,0.8688538,0.05400882,0.16883314,0.8138016,0.017365295,0.8473705,0.1456624,0.0069670826,0.45535773,0.52858937,0.016052883,0.08858606,0.6965191,0.21489497,0.13160336,0.83791596,0.030480655,0.009946455,0.5763868,0.41366667,0.008733415,0.5960999,0.3951667,0.032767445,0.3747027,0.59252983,0.056213725,0.91125363,0.03253272,0.41042086,0.57363063,0.01594849,0.103077024,0.85430264,0.042620283,0.582166,0.40844586,0.0093881,0.7347062,0.25830957,0.006984159,0.058481075,0.85695714,0.084561795,0.9314169,0.06511227,0.003470785,0.74675065,0.24820492,0.0050443443,0.67315155,0.31526688,0.011581599,0.8877187,0.108553186,0.0037280852,0.911765,0.085216716,0.0030182968,0.027343025,0.92788804,0.04476888,0.030844396,0.46730942,0.5018462,0.7664951,0.22796465,0.005540279
0.480356,0.5085893,0.01105464,0.035926387,0.9442876,0.019786052,0.18864474,0.78603655,0.025318712,0.14228077,0.77240235,0.085316814,0.7107081,0.27871555,0.010576429,0.1885603,0.73250663,0.078933015,0.7538015,0.23724657,0.0089519,0.4715418,0.51051277,0.017945422,0.65015155,0.3386483,0.011200214,0.7711841,0.20803846,0.020777477,0.57564145,0.41424382,0.0101147555,0.4453245,0.5421117,0.012563736,0.50452715,0.47750232,0.017970497,0.10419772,0.86781645,0.027985925,0.45421857,0.52555716,0.02022428,0.8137898,0.1802418,0.005968412,0.31444058,0.67110986,0.01444961,0.88016236,0.117159784,0.00267791,0.0879338,0.88070476,0.03136143,0.043762017,0.8017488,0.15448923,0.5462263,0.44465694,0.009116752,0.119334556,0.8516678,0.02899767,0.04342252,0.9070327,0.049544778,0.71209574,0.2811135,0.0067907637,0.12375698,0.83857,0.03767303
0.94428426,0.05319789,0.0025177826,0.3296463,0.65175563,0.01859805,0.8573511,0.13452466,0.008124257,0.22662312,0.74713844,0.026238414,0.2501797,0.729347,0.02047326,0.051471572,0.8425645,0.10596389,0.9308636,0.06636459,0.0027716937,0.0060705487,0.12552443,0.868405,0.34308854,0.6467266,0.01018483,0.15633804,0.82843447,0.0152275255,0.38977352,0.5644964,0.0457301,0.87925464,0.11821643,0.0025290048,0.09986263,0.58971834,0.31041905,0.0818254,0.8177388,0.10043582,0.69013643,0.29700848,0.012855143,0.21210456,0.76643306,0.02146241,0.77326345,0.21886925,0.007867278,0.34591085,0.6314986,0.022590583,0.11914847,0.8320436,0.048807893,0.8832403,0.11073101,0.006028692,0.6318583,0.347687,0.020454759,0.48017237,0.49803182,0.02179582,0.6723854,0.3035043,0.024110306,0.4065866,0.58180076,0.011612695,0.11356994,0.48123226,0.40519774
0.008469002,0.54708606,0.44444495,0.26892883,0.7063098,0.024761297,0.1832101,0.6931454,0.12364441,0.06297138,0.77057964,0.16644898,0.26874158,0.7159512,0.015307189,0.39090857,0.600886,0.008205449,0.035674516,0.837819,0.1265065,0.45011732,0.5222322,0.027650546,0.6471574,0.34643704,0.006405566,0.807679,0.18547365,0.006847306,0.83509636,0.15931182,0.005591817,0.45398816,0.5358138,0.010198034,0.6636328,0.3241438,0.012223362,0.6688012,0.32304645,0.008152348,0.07348273,0.9065501,0.01996717,0.108476914,0.8430048,0.048518214,0.884889,0.110667735,0.00444317,0.94570494,0.048946436,0.0053485655,0.0040292707,0.25770277,0.73826796,0.6028939,0.38887113,0.008235016,0.16642144,0.81013066,0.023447849,0.20873389,0.7731757,0.01809041,0.06028535,0.9058931,0.03382158,0.015009129,0.62492526,0.36006558,0.014874425,0.29671735,0.6884082
0.6520866,0.33615163,0.011761734,0.84686923,0.14480306,0.008327726,0.4895253,0.48487076,0.025603935,0.4965144,0.49311993,0.0103657255,0.97536206,0.021944085,0.002693948,0.07499183,0.8425208,0.08248733,0.90547556,0.09183127,0.0026930978,0.73668027,0.2546236,0.00869614,0.9090127,0.08848504,0.0025023273,0.16707164,0.8138644,0.019063862,0.3721721,0.6147279,0.013099944,0.60138875,0.39212665,0.006484628,0.36294565,0.5964561,0.04059822,0.5059994,0.46717063,0.026829982,0.07722301,0.8889379,0.033839043,0.13031273,0.82396734,0.045719907,0.78789663,0.20390305,0.008200293,0.9090127,0.08848504,0.0025023273,0.20570023,0.7670697,0.02723008,0.055005763,0.7999584,0.14503588,0.032073762,0.8961291,0.07179718,0.09044298,0.86829317,0.041263945,0.7224659,0.26876837,0.008765805,0.24420437,0.7224313,0.03336426,0.13205083,0.84961146,0.018337771
0.6567862,0.33438686,0.008826875,0.103016794,0.87331927,0.023663871,0.87959325,0.11800112,0.0024056307,0.23642276,0.7465698,0.017007353,0.22879758,0.75710994,0.01409242,0.3378947,0.63895875,0.023146573,0.873606,0.121674486,0.0047194683,0.22888736,0.7506064,0.020506117,0.7721182,0.22163068,0.0062511726,0.3632967,0.617796,0.018907322,0.35007477,0.63471425,0.015211017,0.2559779,0.72869885,0.0153232785,0.13773337,0.8237907,0.03847598,0.16847323,0.8107124,0.020814402,0.3712597,0.61239314,0.016347112,0.51713866,0.44742048,0.035440844,0.9557578,0.04187238,0.0023698867,0.65195197,0.30707678,0.04097125,0.7911369,0.20403816,0.004824974,0.41977805,0.55664283,0.023579065,0.2760993,0.6603682,0.063532464,0.7482689,0.24471605,0.007015011,0.2927222,0.62903965,0.07823815,0.68421566,0.29806584,0.017718522,0.6535936,0.33747962,0.008926701
0.5680203,0.4163215,0.015658181,0.1992849,0.77459764,0.02611747,0.19807552,0.7711105,0.030813944,0.8094313,0.18723331,0.003335349,0.8655286,0.12862045,0.005851011,0.74810624,0.23745535,0.014438482,0.71354795,0.2726789,0.013773173,0.62848455,0.36437833,0.0071370965,0.0114914635,0.92665946,0.061849035,0.70536226,0.28973067,0.004907076,0.5765087,0.4164167,0.0070746117,0.70144403,0.27963498,0.018920977,0.8042202,0.1739181,0.021861596,0.38706952,0.5830348,0.02989568,0.12380598,0.68173945,0.1944546,0.014254935,0.6676377,0.31810737,0.8432883,0.15210685,0.004604876,0.685605,0.30924246,0.0051525054,0.4842225,0.48757195,0.02820553,0.13594414,0.83521086,0.028845072,0.52826124,0.45389515,0.017843565,0.8207025,0.17443301,0.004864449,0.56872654,0.42300364,0.008269805,0.44692415,0.53527683,0.017798994,0.21009202,0.77474016,0.015167818
0.41042766,0.39715677,0.1924156,0.5054657,0.48118004,0.013354261,0.87270856,0.117820844,0.009470641,0.586959,0.40123817,0.011802846,0.25144434,0.5420689,0.2064868,0.29232728,0.6918206,0.015852049,0.5118725,0.47131708,0.016810426,0.030324755,0.8002801,0.16939515,0.74743134,0.24818406,0.0043845936,0.5049375,0.4799797,0.01508276,0.6343788,0.34822708,0.017394055,0.832723,0.16184007,0.0054369043,0.08426593,0.88527244,0.030461539,0.38155907,0.59862256,0.019818371,0.38429815,0.5908829,0.024818933,0.56117487,0.42728144,0.0115436865,0.3668254,0.48416293,0.14901163,0.67688155,0.31893644,0.004182014,0.008292613,0.054589365,0.937118,0.23898476,0.74721336,0.013801832,0.2340237,0.7314879,0.03448835,0.18199554,0.78716093,0.030843513,0.8584505,0.13844422,0.0031052402,0.5843735,0.40640077,0.009225736,0.19413556,0.7860871,0.01977737
0.33632782,0.63896555,0.024706637,0.8583287,0.13856877,0.0031024232,0.57919556,0.38905925,0.031745184,0.3732184,0.6086026,0.018178975,0.85924095,0.13632655,0.0044325786,0.53956246,0.4504958,0.00994166,0.95765406,0.040234312,0.0021116785,0.5692212,0.42356765,0.0072111483,0.8850916,0.11193504,0.0029733158,0.41847658,0.5520833,0.029440109,0.83820105,0.15704282,0.004756199,0.60917515,0.3832718,0.007553054,0.647159,0.33709857,0.015742438,0.0153900245,0.5962935,0.38831642,0.5561273,0.43103272,0.012839974,0.024487901,0.8110799,0.16443214,0.29669896,0.68639296,0.016908102,0.4604314,0.52953327,0.010035262,0.053243734,0.6958191,0.2509372,0.48485455,0.49317083,0.021974578,0.002528402,0.22577098,0.7717006,0.30368963,0.6702672,0.026043162,0.5508422,0.42771593,0.021441845,0.8259627,0.16502924,0.009008079,0.3922924,0.59258616,0.0151214255
0.06323205,0.84517545,0.091592535,0.5873619,0.391198,0.021440094,0.38682753,0.60132325,0.011849155,0.6588484,0.33387643,0.0072751767,0.89174587,0.10422255,0.0040316097,0.67790884,0.31762385,0.004467374,0.8104648,0.18541965,0.004115564,0.05415625,0.8737184,0.07212538,0.445,0.54314476,0.011855206,0.5551452,0.43503615,0.009818651,0.09877471,0.8647611,0.036464214,0.14322513,0.80356675,0.053208146,0.25531462,0.7251845,0.019500852,0.5866801,0.39866936,0.014650534,0.007383496,0.1491446,0.8434719,0.14765038,0.8272055,0.025144104,0.4626765,0.5236851,0.01363842,0.32508823,0.66216534,0.01274641,0.24760213,0.7321296,0.020268323,0.7435477,0.25118184,0.0052704783,0.7247542,0.26974636,0.0054994808,0.12914482,0.84629476,0.024560409,0.13257706,0.83719563,0.030227287,0.85422516,0.14093156,0.0048433607,0.201134,0.78281766,0.016048394
0.45560384,0.5120356,0.03236052,0.40076792,0.5860373,0.013194833,0.8458875,0.14310631,0.011006264,0.5715498,0.38597572,0.042474557,0.76353174,0.22988465,0.0065835393,0.7149362,0.26601344,0.019050404,0.34311312,0.6359687,0.020918233,0.36085874,0.60635704,0.032784227,0.50376487,0.4854756,0.01075956,0.81472,0.17869283,0.0065872376,0.13462973,0.71139205,0.15397815,0.84623027,0.14856131,0.0052083246,0.7026741,0.2836169,0.013709026,0.7689438,0.2266255,0.0044306936,0.022428602,0.7124278,0.26514354,0.89734083,0.09597272,0.006686448,0.6435771,0.35040736,0.0060154633,0.5367221,0.44792327,0.015354609,0.8137479,0.1827294,0.0035226445,0.13677537,0.7987781,0.064446494,0.07367854,0.89530206,0.0310194,0.56697965,0.42672232,0.0062980163,0.3793297,0.5827167,0.03795356,0.3165179,0.6402527,0.043229382,0.70082057,0.2829986,0.016180834
0.6391663,0.35276395,0.008069804,0.60949105,0.3776995,0.012809447,0.7152854,0.25485286,0.029861655,0.7270278,0.26470542,0.008266818,0.17894001,0.79532933,0.025730705,0.91727173,0.080648586,0.0020796736,0.7450265,0.24641176,0.008561736,0.5095126,0.4778562,0.012631187,0.40361643,0.57780373,0.018579833,0.40077317,0.58462423,0.014602616,0.42848483,0.5355304,0.035984807,0.053016294,0.8821281,0.06485562,0.54542315,0.441476,0.013100901,0.14338024,0.79394466,0.062675096,0.55900395,0.42837155,0.012624555,0.91071373,0.0867871,0.002499196,0.56460387,0.4272208,0.008175337,0.012293528,0.73795015,0.24975632,0.8747848,0.12204573,0.0031695087,0.36782452,0.6211367,0.0110387765,0.03595686,0.72483265,0.23921043,0.4629241,0.5069637,0.030112205,0.78028303,0.21484338,0.00487363,0.42602345,0.55701554,0.016960967,0.20812352,0.6133058,0.17857061
0.5831933,0.40398568,0.012821005,0.35505757,0.6091978,0.03574463,0.8615897,0.1339642,0.0044460814,0.32248563,0.66568184,0.011832476,0.030517427,0.92147225,0.048010297,0.8844232,0.110811114,0.0047656754,0.46164533,0.5317205,0.006634132,0.9422426,0.055366565,0.002390813,0.68910545,0.3025965,0.008298052,0.0013994564,0.04883472,0.9497658,0.91136867,0.08625956,0.0023717787,0.34994826,0.6313303,0.018721439,0.38120955,0.54638195,0.072408505,0.734936,0.2587892,0.006274842,0.4871741,0.49955383,0.013272094,0.0247876,0.9464246,0.028787866,0.80217445,0.19512513,0.0027003598,0.47017974,0.52007926,0.009741034,0.37872988,0.53515196,0.08611811,0.091416985,0.50216466,0.40641838,0.84467214,0.14895584,0.00637209,0.69894046,0.29084137,0.010218141,0.26140848,0.58254373,0.15604784,0.27160165,0.699692,0.028706366,0.30065712,0.6766084,0.022734534
0.89859325,0.09874649,0.002660271,0.19092295,0.78774947,0.021327602,0.54461366,0.4494312,0.0059551485,0.868059,0.124630176,0.0073107583,0.6710319,0.32051608,0.008451984,0.18185177,0.800252,0.017896175,0.7114359,0.2831039,0.0054601235,0.6226826,0.358561,0.018756362,0.15076274,0.8101326,0.039104577,0.5505539,0.43774337,0.011702756,0.86466515,0.12438064,0.010954189,0.8623596,0.13507383,0.0025665297,0.008851652,0.64464825,0.3465001,0.022533646,0.8709962,0.106470086,0.53232944,0.44735968,0.020310864,0.020281866,0.9056329,0.074085206,0.013667651,0.88174164,0.10459065,0.7462466,0.24403745,0.009715998,0.8507639,0.14607042,0.0031656683,0.28504485,0.69589376,0.019061323,0.51085675,0.47153506,0.017608203,0.028744627,0.93196744,0.03928803,0.8618713,0.13346651,0.0046621966,0.7623283,0.233992,0.0036797277,0.77987033,0.20873672,0.011393042
